1000000000:2:optimized:gcc:  3.14 - Timer - PI_2: 9852 ms 
1000000000:2:optimized:gcc:  3.14 - Timer - PI_2: 9853 ms 
1000000000:2:optimized:icc:  3.14 - Timer - PI_2: 131358 ms 
 --- 
1000000000:4:naive:gcc:      3.14 - Timer - PI_1: 5495 ms 
1000000000:4:naive:gcc:      3.14 - Timer - PI_1: 5495 ms 
1000000000:4:naive:gcc:      3.14 - Timer - PI_1: 5495 ms 
1000000000:4:naive:icc:      3.14 - Timer - PI_1: 7319 ms 
1000000000:4:optimized:gcc:  3.14 - Timer - PI_2: 4932 ms 
1000000000:4:optimized:gcc:  3.14 - Timer - PI_2: 4928 ms 
1000000000:4:optimized:gcc:  3.14 - Timer - PI_2: 4928 ms 
1000000000:4:optimized:icc:  3.14 - Timer - PI_2: 65704 ms 
 --- 
1000000000:8:naive:gcc:      3.14 - Timer - PI_1: 2752 ms 
1000000000:8:naive:gcc:      3.14 - Timer - PI_1: 2750 ms 
1000000000:8:naive:gcc:      3.14 - Timer - PI_1: 2751 ms 
1000000000:8:naive:icc:      3.14 - Timer - PI_1: 3665 ms 
1000000000:8:optimized:gcc:  3.14 - Timer - PI_2: 2468 ms 
1000000000:8:optimized:gcc:  3.14 - Timer - PI_2: 2467 ms 
1000000000:8:optimized:gcc:  3.14 - Timer - PI_2: 2468 ms 
1000000000:8:optimized:icc:  3.14 - Timer - PI_2: 32890 ms 
 --- 
